HR,Name,DM,HD,SAO,RAh,RAm,RAs,DE_sign,DEd,DEm,DEs,Vmag,B-V,SpType,Const-Info
230,65    Psc,BD+26  131,4757,74295,0.0,49.0,52.8,+,27.0,42.0,39.0,7.0,0.36,F4III,4I
231,65    Psc,BD+26  131,4758,74296,0.0,49.0,53.2,+,27.0,42.0,37.0,7.1,,F5III,5I
232,,CD-24  347,4772,166608,0.0,49.0,33.4,-,23.0,21.0,42.0,6.28,0.13,A3V,3V
233,,BD+63   99,4775,11424,0.0,50.0,43.6,+,64.0,14.0,51.0,5.39,0.49,G0III-IV+B9.5V,0I
234,,BD+44  176,4778,36702,0.0,50.0,18.3,+,45.0,0.0,8.0,6.15,0.01,A0pCr,0p
235,19Phi2Cet,BD-11  153,4813,147470,0.0,50.0,7.6,-,10.0,38.0,40.0,5.19,0.5,F7IV-V,7I
236,Lam Hyi,CP-75   64,4815,255710,0.0,48.0,35.4,-,74.0,55.0,24.0,5.07,1.37,K5III,5I
237,,BD+61  178,4817,11430,0.0,51.0,16.4,+,61.0,48.0,21.0,6.07,1.88,K2Ib-IICN-2,2I
238,,BD+50  161,4818,21767,0.0,50.0,57.4,+,51.0,30.0,29.0,6.39,0.28,F2IV,2I
239,,CD-44  216,4849,215254,0.0,50.0,3.7,-,43.0,23.0,41.0,6.48,0.29,A9-F0III,9-
240,,BD+82   20,4853,143,0.0,54.0,53.1,+,83.0,42.0,26.0,5.62,0.09,A4V,4V
241,,BD+50  164,4881,21775,0.0,51.0,33.7,+,51.0,34.0,16.0,6.21,,B9.5V,9.
242,Rho Phe,CD-51  209,4919,232203,0.0,50.0,41.2,-,50.0,59.0,13.0,5.22,0.36,F2III,2I
243,,BD+02  118,4928,109507,0.0,51.0,18.3,+,3.0,23.0,6.0,6.37,1.07,K0III,0I
244,,BD+60  124,5015,11444,0.0,53.0,4.1,+,61.0,7.0,27.0,4.82,0.53,F8V,8V
245,,CD-44  226,5042,215270,0.0,51.0,52.1,-,43.0,42.0,33.0,6.9,0.35,F2V+F5V,2V
246,,BD+37  159,5066,54225,0.0,52.0,53.4,+,38.0,32.0,55.0,6.69,0.02,A2V,2V
247,,CD-24  376,5098,166647,0.0,52.0,40.6,-,24.0,0.0,21.0,5.46,1.24,K2III,2I
248,20    Cet,BD-01  114,5112,129009,0.0,53.0,0.5,-,1.0,8.0,39.0,4.77,1.57,M0III,0I
249,,BD+36  148,5118,54237,0.0,53.0,28.2,+,37.0,25.0,5.0,6.06,1.14,gK3,3
250,,BD+51  179,5128,21814,0.0,53.0,47.6,+,52.0,41.0,21.0,6.27,0.19,A5m,5m
251,,CD-25  338,5156,166651,0.0,53.0,12.4,-,24.0,46.0,37.0,6.46,0.44,F6IV-V,6I
252,Lam1Tuc,CP-70   37,5190,248269,0.0,52.0,24.3,-,69.0,30.0,16.0,6.22,0.56,F7IV-V,7I
253,26Ups1Cas,BD+58  134,5234,21832,0.0,55.0,0.1,+,58.0,58.0,22.0,4.83,1.21,K2III,2I
254,66    Psc,BD+18  122,5267,92145,0.0,54.0,35.2,+,19.0,11.0,18.0,5.74,-0.01,A1VN,1V
255,21    Cet,BD-09  181,5268,129019,0.0,54.0,17.6,-,8.0,44.0,27.0,6.16,0.92,G5IV,5I
256,,BD+47  242,5273,36763,0.0,55.0,5.2,+,48.0,40.0,43.0,6.27,1.68,M2.5IIIa,2.
257,,CP-63   83,5276,248276,0.0,53.0,37.9,-,62.0,52.0,17.0,5.7,1.56,M4III,4I
258,36    And,BD+22  146,5286,74359,0.0,54.0,58.0,+,23.0,37.0,42.0,5.47,1.0,K1IV,1I
259,,BD+23  126,5316,74365,0.0,55.0,14.7,+,24.0,33.0,25.0,6.2,1.62,M4IIIab,4I
260,,BD+57  172,5343,21846,0.0,56.0,12.9,+,57.0,59.0,48.0,6.21,1.37,K3III,3I
261,,BD+67   81,5357,11481,0.0,56.0,55.6,+,68.0,46.0,34.0,6.37,0.38,F4III,4I
262,67    Psc,BD+26  151,5382,74373,0.0,55.0,58.5,+,27.0,12.0,34.0,6.09,0.14,A5IV,5I
263,,BD-08  167,5384,129032,0.0,55.0,42.4,-,7.0,20.0,50.0,5.85,1.52,K5III,5I
264,27Gam Cas,BD+59  144,5394,11482,0.0,56.0,42.5,+,60.0,43.0,0.0,2.47,-0.15,B0IVe,0I
265,28Ups2Cas,BD+58  138,5395,21855,0.0,56.0,39.8,+,59.0,10.0,52.0,4.63,0.96,G8IIIbFe-0.5,8I
266,,BD+59  146,5408,11484,0.0,56.0,47.1,+,60.0,21.0,46.0,5.55,-0.07,B9IVn,9I
267,22Phi3Cet,BD-12  162,5437,147519,0.0,56.0,1.5,-,11.0,16.0,0.0,5.31,1.52,K4III,4I
268,,CD-28  288,5445,166686,0.0,55.0,55.5,-,27.0,46.0,32.0,6.1,1.67,M0III,0I
269,37Mu  And,BD+37  175,5448,54281,0.0,56.0,45.2,+,38.0,29.0,58.0,3.87,0.13,A5V,5V
270,Lam2Tuc,CP-70   40,5457,248281,0.0,55.0,0.3,-,69.0,31.0,37.0,5.45,1.09,K2III,2I
271,38Eta And,BD+22  153,5516,74388,0.0,57.0,12.4,+,23.0,25.0,3.0,4.42,0.94,G8IIIb,8I
272,,BD+45  237,5526,36795,0.0,57.0,39.7,+,45.0,50.0,23.0,6.12,1.02,K2III,2I
273,,BD+65  115,5550,11502,0.0,58.0,31.1,+,66.0,21.0,8.0,5.97,-0.02,A0III,0I
274,68    Psc,BD+28  157,5575,74395,0.0,57.0,50.2,+,28.0,59.0,32.0,5.42,1.08,gG6,6
275,,BD+33  140,5608,54306,0.0,58.0,14.2,+,33.0,57.0,3.0,5.98,1.0,K0,0
276,,BD+12  119,5612,92183,0.0,57.0,54.5,+,13.0,41.0,45.0,6.32,0.89,G8III,8I
277,,BD+20  131,5641,74402,0.0,58.0,18.9,+,21.0,24.0,16.0,6.37,0.09,A2V,2V
278,,BD+70   65,5715,4288,1.0,0.0,31.0,+,70.0,58.0,59.0,6.39,0.13,A4IV,4I
279,23Phi4Cet,BD-12  173,5722,147546,0.0,58.0,43.9,-,11.0,22.0,48.0,5.61,0.97,G7III,7I
280,Alp Scl,CD-30  297,5737,166716,0.0,58.0,36.4,-,29.0,21.0,27.0,4.31,-0.16,B7IIIp,7I
281,,CP-61   50,5771,248293,0.0,58.0,22.4,-,60.0,41.0,47.0,6.23,0.1,Am,m
282,,BD+43  193,5788,36832,1.0,0.0,3.4,+,44.0,42.0,40.0,6.84,,A2Vn,2V
283,,BD+43  193,5789,36833,1.0,0.0,3.6,+,44.0,42.0,48.0,6.04,-0.01,B9.5Vn,9.
284,,BD+05  131,5820,109581,0.0,59.0,49.7,+,6.0,28.0,59.0,6.11,1.67,M2III,2I
285,,BD+85   19,5848,181,1.0,8.0,44.7,+,86.0,15.0,25.0,4.25,1.21,K2II-III,2I
286,,BD+88    4,5914,209,1.0,33.0,50.4,+,89.0,0.0,56.0,6.46,0.11,A3V,3V
287,,BD+50  202,6028,21938,1.0,2.0,18.4,+,51.0,2.0,6.0,6.47,,A3V,3V
288,Xi  Scl,CD-39  260,6055,192870,1.0,1.0,18.3,-,38.0,55.0,0.0,5.59,1.18,K0III,0I
289,,BD+46  243,6114,36875,1.0,3.0,1.5,+,47.0,22.0,34.0,6.45,0.25,A9IV,9I
290,39    And,BD+40  209,6116,36874,1.0,2.0,54.3,+,41.0,20.0,42.0,5.98,0.16,A5m,5m
291,69Sig Psc,BD+31  168,6118,54374,1.0,2.0,49.1,+,31.0,48.0,16.0,5.5,-0.05,B9.5V,9.
292,,BD+60  157,6130,11551,1.0,3.0,37.0,+,61.0,4.0,30.0,5.92,0.49,F0II,0I
293,Sig Scl,CD-32  410,6178,192884,1.0,2.0,26.4,-,31.0,33.0,7.0,5.5,0.08,A2V,2V
294,71Eps Psc,BD+07  153,6186,109627,1.0,2.0,56.6,+,7.0,53.0,24.0,4.28,0.96,K0III,0I
295,Ome Phe,CP-57  220,6192,232268,1.0,2.0,1.8,-,57.0,0.0,9.0,6.11,0.94,G8III,8I
296,25    Cet,BD-05  177,6203,129094,1.0,3.0,2.6,-,4.0,50.0,12.0,5.43,1.11,K0III-IV,0I
297,,BD+60  158,6210,11557,1.0,4.0,19.6,+,61.0,34.0,49.0,5.84,0.54,F6V,6V
298,,BD+51  220,6211,21967,1.0,4.0,2.4,+,52.0,30.0,8.0,5.99,1.47,K2,2
299,,CD-47  313,6245,215343,1.0,2.0,49.2,-,46.0,23.0,51.0,5.36,0.9,G8III,8I
300,,CD-30  325,6269,166774,1.0,3.0,17.6,-,29.0,31.0,33.0,6.29,0.93,G5IV,5I
301,26    Cet,BD+00  174,6288,109643,1.0,3.0,49.0,+,1.0,22.0,0.0,6.04,0.27,F1V,1V
302,,BD+50  212,6300,21988,1.0,4.0,46.8,+,51.0,0.0,36.0,6.54,-0.08,B3V,3V
303,,BD+28  174,6301,74471,1.0,4.0,27.6,+,29.0,39.0,31.0,6.19,0.43,F7IV-V,7I
304,,CP-66   80,6311,248308,1.0,2.0,42.9,-,65.0,27.0,22.0,6.21,1.64,M2III,2I
305,,BD+39  249,6314,54398,1.0,4.0,36.4,+,39.0,59.0,28.0,6.72,0.31,F0Vn,0V
306,,BD+86   17,6319,193,1.0,16.0,13.5,+,87.0,8.0,43.0,6.25,1.12,gK2,2
307,73    Psc,BD+04  172,6386,109656,1.0,4.0,52.6,+,5.0,39.0,23.0,6.0,1.51,gK5,5
308,72    Psc,BD+14  163,6397,92230,1.0,5.0,5.4,+,14.0,56.0,46.0,5.68,0.41,F4II-III,4I
309,,BD+61  206,6416,11571,1.0,6.0,22.8,+,62.0,45.0,42.0,6.54,0.19,A5Vn,5V
310,74Psi1Psc,BD+20  156,6456,74482,1.0,5.0,40.9,+,21.0,28.0,24.0,5.34,-0.03,A1Vn,1V
311,74Psi1Psc,BD+20  157,6457,74483,1.0,5.0,41.7,+,21.0,27.0,55.0,5.56,-0.07,A0Vn,0V
312,,BD+79   29,6473,4331,1.0,9.0,12.3,+,80.0,0.0,42.0,6.29,,sgG6,6
313,77    Psc,BD+04  175,6479,109666,1.0,5.0,49.2,+,4.0,54.0,30.0,6.35,0.38,F3V,3V
314,77    Psc,BD+04  176,6480,109667,1.0,5.0,51.4,+,4.0,54.0,34.0,7.25,0.49,F6V,6V
315,27    Cet,BD-10  229,6482,147601,1.0,5.0,36.8,-,9.0,58.0,45.0,6.12,1.01,K0III,0I
316,,BD+56  196,6497,22015,1.0,7.0,0.2,+,56.0,56.0,6.0,6.43,1.18,K2III,2I
317,28    Cet,BD-10  230,6530,147606,1.0,6.0,5.1,-,9.0,50.0,22.0,5.58,0.01,A1V,1V
318,,BD+52  262,6540,22021,1.0,7.0,9.5,+,53.0,29.0,54.0,6.38,,K2III,2I
319,75    Psc,BD+12  135,6557,92250,1.0,6.0,33.6,+,12.0,57.0,22.0,6.12,0.96,G8III,8I
320,,CD-24  484,6559,166799,1.0,6.0,7.7,-,23.0,59.0,33.0,6.14,1.09,G8-K0III,8-
321,30Mu  Cas,BD+54  223,6582,22024,1.0,8.0,16.4,+,54.0,55.0,13.0,5.17,0.69,G5Vb,5V
322,Bet Phe,CD-47  324,6595,215365,1.0,6.0,5.0,-,46.0,43.0,7.0,3.31,0.89,G8III,8I
323,,CD-36  417,6619,192925,1.0,6.0,26.5,-,35.0,39.0,39.0,6.61,0.14,A1V,1V
324,41    And,BD+43  234,6658,36950,1.0,8.0,0.9,+,43.0,56.0,31.0,5.03,0.11,A3m,3m
325,,CD-24  496,6668,166814,1.0,7.0,13.1,-,23.0,59.0,47.0,6.37,0.23,A7V,7V
326,,BD+57  200,6676,22032,1.0,8.0,33.3,+,58.0,15.0,49.0,5.79,-0.01,B8V,8V
327,78    Psc,BD+31  185,6680,54445,1.0,8.0,1.3,+,32.0,0.0,44.0,6.25,0.4,F5IV,5I
328,79Psi2Psc,BD+19  185,6695,74506,1.0,7.0,57.2,+,20.0,44.0,21.0,5.55,0.13,A3V,3V
329,30    Cet,BD-10  238,6706,147622,1.0,7.0,46.2,-,9.0,47.0,8.0,5.82,0.43,F7IV,7I
330,80    Psc,BD+04  190,6763,109697,1.0,8.0,22.2,+,5.0,38.0,59.0,5.52,0.34,F0III-IV,0I
331,Ups Phe,CD-42  391,6767,215374,1.0,7.0,47.9,-,41.0,29.0,13.0,5.21,0.16,A3IV,3I
332,Iot Tuc,CP-62   89,6793,248324,1.0,7.0,18.7,-,61.0,46.0,31.0,5.37,0.88,G5III,5I
333,,BD+78   34,6798,4341,1.0,12.0,16.7,+,79.0,40.0,26.0,5.64,0.01,A3V,3V
334,31Eta Cet,BD-10  240,6805,147632,1.0,8.0,35.4,-,10.0,10.0,56.0,3.45,1.16,K1.5IIICN1Fe0.5,1.
335,42Phi And,BD+46  275,6811,36972,1.0,9.0,30.2,+,47.0,14.0,31.0,4.25,-0.07,B7Ve,7V
336,31    Cas,BD+68   77,6829,11612,1.0,10.0,39.3,+,68.0,46.0,43.0,5.29,-0.02,A0Vnn,0V
337,43Bet And,BD+34  198,6860,54471,1.0,9.0,43.9,+,35.0,37.0,14.0,2.06,1.58,M0+IIIa,0+
338,Zet Phe,CP-55  241,6882,232306,1.0,8.0,23.1,-,55.0,14.0,45.0,3.92,-0.08,B6V+B9V,6V
339,81Psi3Psc,BD+18  153,6903,92283,1.0,9.0,49.2,+,19.0,39.0,31.0,5.55,0.69,G0III,0I
340,44    And,BD+41  219,6920,36984,1.0,10.0,18.8,+,42.0,4.0,53.0,5.65,0.6,F8V,8V
341,,BD+24  186,6953,74530,1.0,10.0,19.4,+,25.0,27.0,28.0,5.8,1.47,K7III,7I
342,,BD+63  149,6960,11615,1.0,11.0,25.6,+,64.0,12.0,10.0,5.55,-0.07,B9.5V,9.
343,33The Cas,BD+54  236,6961,22070,1.0,11.0,6.2,+,55.0,8.0,59.0,4.33,0.17,A7V,7V
344,,BD+14  175,6966,92288,1.0,10.0,11.5,+,15.0,40.0,27.0,6.06,1.49,M0III,0I
345,32    Cas,BD+64  127,6972,11617,1.0,11.0,41.4,+,65.0,1.0,8.0,5.57,-0.09,B9IV,9I
346,32    Cet,BD-09  227,6976,129154,1.0,10.0,12.0,-,8.0,54.0,22.0,6.4,1.04,K0III,0I
347,33    Cet,BD+01  221,7014,109715,1.0,10.0,33.6,+,2.0,26.0,44.0,5.95,1.51,K4III,4I
348,45    And,BD+36  201,7019,54494,1.0,11.0,10.3,+,37.0,43.0,27.0,5.81,-0.1,B7III-IV,7I
349,82    Psc,BD+30  181,7034,54493,1.0,11.0,6.8,+,31.0,25.0,29.0,5.16,0.23,F0V,0V
350,,CP-58   81,7082,232324,1.0,10.0,7.4,-,57.0,41.0,40.0,6.41,0.89,G6II-III,6I
351,84Chi Psc,BD+20  172,7087,74544,1.0,11.0,27.2,+,21.0,2.0,5.0,4.66,1.03,G8.5III-IIIa,8.
352,83Tau Psc,BD+29  190,7106,74546,1.0,11.0,39.6,+,30.0,5.0,23.0,4.51,1.09,K0.5IIIb,0.
353,34    Cet,BD-03  161,7147,129169,1.0,11.0,43.5,-,2.0,15.0,4.0,5.94,1.4,K4III,4I
354,,BD+60  186,7157,11637,1.0,13.0,9.9,+,61.0,42.0,21.0,6.41,0.01,B9V,9V
355,,BD+44  261,7158,37023,1.0,12.0,34.0,+,45.0,20.0,16.0,6.11,1.64,M1III,1I
356,,BD+29  195,7229,74561,1.0,12.0,59.5,+,30.0,3.0,51.0,6.19,1.0,G9III+G1V,9I
357,,BD+79   36,7238,4354,1.0,16.0,30.7,+,79.0,54.0,36.0,6.26,0.42,F5V s,5V
358,,CD-31  484,7259,192977,1.0,12.0,23.4,-,30.0,48.0,8.0,6.52,0.48,F7IV,7I
359,,CD-38  420,7312,192980,1.0,12.0,45.4,-,37.0,51.0,23.0,5.92,0.28,F0III,0I
360,85Phi Psc,BD+23  158,7318,74571,1.0,13.0,44.9,+,24.0,35.0,1.0,4.65,1.04,K0III,0I
361,86Zet Psc,BD+06  174,7344,109739,1.0,13.0,43.9,+,7.0,34.0,31.0,5.24,0.32,A7IV,7I
362,86Zet Psc,BD+06  175,7345,109740,1.0,13.0,45.3,+,7.0,34.0,42.0,6.3,0.49,F7V,7V
363,,BD+27  196,7351,74576,1.0,14.0,5.0,+,28.0,31.0,47.0,6.43,1.7,S3+/2-,3+
364,87    Psc,BD+15  177,7374,92326,1.0,14.0,7.6,+,16.0,8.0,1.0,5.98,-0.08,B8III,8I
365,,BD+70   90,7389,4358,1.0,16.0,12.1,+,71.0,44.0,38.0,7.83,0.78,K1V,1V
366,37    Cet,BD-08  216,7439,129193,1.0,14.0,24.0,-,7.0,55.0,23.0,5.13,0.46,F5V,5V
367,88    Psc,BD+06  181,7446,109753,1.0,14.0,42.4,+,6.0,59.0,43.0,6.03,1.08,gG6,6
368,38    Cet,BD-01  162,7476,129196,1.0,14.0,49.2,-,0.0,58.0,26.0,5.7,0.42,F5V,5V
369,,BD+47  357,7546,37067,1.0,16.0,24.5,+,48.0,4.0,56.0,6.61,-0.05,B9IIIpSi,9I
370,Nu  Phe,CD-46  346,7570,215428,1.0,15.0,11.1,-,45.0,31.0,53.0,4.96,0.58,F8V,8V
371,,BD+32  223,7578,54567,1.0,16.0,18.8,+,33.0,6.0,53.0,6.02,1.15,K1III,1I
372,,BD+44  271,7647,37077,1.0,17.0,5.1,+,44.0,54.0,7.0,6.34,,K5,5
373,39    Cet,BD-03  172,7672,129204,1.0,16.0,36.3,-,2.0,30.0,1.0,5.41,0.9,G5IIIe+dA,5I
374,,BD+30  196,7724,54580,1.0,17.0,24.1,+,31.0,44.0,41.0,6.73,,K0,0
375,,BD+76   40,7732,4376,1.0,20.0,19.5,+,77.0,34.0,14.0,6.31,0.92,G5III,5I
376,,BD+46  319,7758,37096,1.0,18.0,10.2,+,47.0,25.0,11.0,6.25,1.35,K0,0
377,Kap Tuc,CP-69   45,7788,248346,1.0,15.0,46.1,-,68.0,52.0,34.0,4.86,0.47,F6IV,6I
378,89    Psc,BD+02  185,7804,109793,1.0,17.0,48.0,+,3.0,36.0,52.0,5.16,0.07,A3V,3V
379,,BD+36  220,7853,54592,1.0,18.0,47.0,+,37.0,23.0,10.0,6.46,0.23,A5m,5m
380,,CP-67   81,7916,248350,1.0,17.0,3.6,-,66.0,23.0,53.0,6.24,0.05,A0V,0V
381,,BD+75   59,7925,4387,1.0,21.0,59.1,+,76.0,14.0,20.0,6.38,0.28,F0IVn,0I
382,34Phi Cas,BD+57  260,7927,22191,1.0,20.0,4.9,+,58.0,13.0,54.0,4.98,0.68,F0Ia,0I
383,90Ups Psc,BD+26  220,7964,74637,1.0,19.0,28.0,+,27.0,15.0,51.0,4.76,0.03,A3V,3V
384,35    Cas,BD+63  176,8003,11712,1.0,21.0,5.2,+,64.0,39.0,30.0,6.34,0.09,A2Vnn,2V
385,42    Cet,BD-01  171,8036,129235,1.0,19.0,48.3,-,0.0,30.0,32.0,5.87,0.64,G8III+A7V,8I
386,,BD+77   49,8065,4391,1.0,23.0,46.8,+,78.0,43.0,33.0,6.07,0.39,A0Iab,0I
387,,BD-04  185,8120,129239,1.0,20.0,34.5,-,3.0,14.0,49.0,6.23,1.02,K1III,1I
388,,BD-11  248,8121,147746,1.0,20.0,27.8,-,11.0,14.0,20.0,6.15,1.11,K1III,1I
389,91    Psc,BD+27  215,8126,74647,1.0,21.0,7.4,+,28.0,44.0,17.0,5.23,1.39,gK5,5
390,46Xi  And,BD+44  287,8207,37155,1.0,22.0,20.4,+,45.0,31.0,44.0,4.88,1.08,K0-IIIb,0-
391,,BD+57  274,8272,22230,1.0,23.0,21.6,+,58.0,8.0,35.0,6.45,,F4V,4V
392,,BD+00  223,8334,109834,1.0,22.0,37.0,+,1.0,43.0,35.0,6.2,1.52,K5IIIab,5I
393,43    Cet,BD-01  179,8335,129262,1.0,22.0,34.8,-,0.0,26.0,59.0,6.49,1.08,gK0,0
394,,BD-19  229,8350,147767,1.0,22.0,30.5,-,19.0,4.0,53.0,6.35,0.48,F6IV,6I
395,47    And,BD+36  237,8374,54655,1.0,23.0,40.6,+,37.0,42.0,54.0,5.58,0.26,A2Vm,2V
396,,BD+33  220,8375,54654,1.0,23.0,37.5,+,34.0,14.0,45.0,6.29,0.83,G8IV,8I
397,,BD+19  226,8388,74682,1.0,23.0,24.9,+,20.0,28.0,8.0,5.97,1.71,K5,5
398,,BD+70  102,8424,4401,1.0,25.0,46.5,+,70.0,58.0,48.0,6.49,,A0Vnn,0V
399,36Psi Cas,BD+67  123,8491,11751,1.0,25.0,56.0,+,68.0,7.0,48.0,4.74,1.05,K0III,0I
400,,CD-31  562,8498,193090,1.0,23.0,31.0,-,30.0,56.0,44.0,5.84,1.61,K5III,5I
401,44    Cet,BD-08  243,8511,129275,1.0,24.0,2.5,-,8.0,0.0,27.0,6.21,0.23,F0V,0V
402,45The Cet,BD-08  244,8512,129274,1.0,24.0,1.4,-,8.0,11.0,0.0,3.6,1.06,K0III-IIIb,0I
403,37Del Cas,BD+59  248,8538,22268,1.0,25.0,49.0,+,60.0,14.0,7.0,2.68,0.13,A5III-IV,5I
404,,BD-07  223,8556,129277,1.0,24.0,20.6,-,6.0,54.0,53.0,5.91,0.41,F3V,3V
405,,BD-16  237,8589,147793,1.0,24.0,39.8,-,15.0,39.0,37.0,6.14,0.91,G5,5
406,,BD-03  195,8599,129280,1.0,24.0,48.7,-,2.0,50.0,55.0,6.15,0.96,G8III,8I
407,,BD+22  226,8634,74707,1.0,25.0,35.7,+,23.0,30.0,42.0,6.18,0.43,F5III,5I
408,,CD-42  493,8651,215492,1.0,24.0,40.8,-,41.0,29.0,33.0,5.42,1.04,K0III,0I
409,,BD+42  302,8671,37204,1.0,26.0,18.6,+,43.0,27.0,28.0,5.96,0.49,F7V,7V
410,,BD+33  228,8673,54695,1.0,26.0,8.7,+,34.0,34.0,47.0,6.31,0.47,F7V,7V
411,,CD-45  463,8681,215494,1.0,24.0,41.9,-,44.0,31.0,42.0,6.26,1.14,K1II,1I
412,46    Cet,BD-15  266,8705,147803,1.0,25.0,37.2,-,14.0,35.0,56.0,4.9,1.23,K2.5IIIb,2.
413,93Rho Psc,BD+18  187,8723,92436,1.0,26.0,15.3,+,19.0,10.0,20.0,5.38,0.39,F2V:,2V
414,94    Psc,BD+18  189,8763,92444,1.0,26.0,41.7,+,19.0,14.0,25.0,5.5,1.11,K1III,1I
415,,BD+33  234,8774,54705,1.0,27.0,6.2,+,34.0,22.0,39.0,6.27,0.46,F7IVb vs,7I
416,,BD-01  189,8779,129300,1.0,26.0,27.3,-,0.0,23.0,55.0,6.41,1.24,K0IV,0I
417,48Ome And,BD+44  307,8799,37228,1.0,27.0,39.4,+,45.0,24.0,24.0,4.83,0.42,F5IV,5I
418,,BD+40  289,8801,37227,1.0,27.0,26.6,+,41.0,6.0,2.0,6.46,0.27,A7m,7m
419,,BD+02  211,8803,109895,1.0,26.0,53.5,+,3.0,32.0,7.0,6.58,-0.04,B9V+A8V,9V
420,,CP-65  130,8810,248381,1.0,25.0,5.3,-,64.0,22.0,10.0,5.93,1.56,K5III,5I
421,47    Cet,BD-13  262,8829,147812,1.0,26.0,51.6,-,13.0,3.0,24.0,5.66,0.35,F0IIIDel Del,0I
422,,BD+39  334,8837,37234,1.0,27.0,47.0,+,40.0,20.0,8.0,6.6,-0.04,A0III,0I
423,,CD-33  525,8879,193122,1.0,26.0,58.1,-,32.0,32.0,35.0,5.79,3.86,C6II,6I
424,1Alp UMi,BD+88    8,8890,308,2.0,31.0,48.7,+,89.0,15.0,51.0,2.02,0.6,F7:Ib-II,7:
425,,BD-11  272,8921,147819,1.0,27.0,46.6,-,10.0,54.0,6.0,6.13,1.32,K4III-IV,4I
426,,BD+07  213,8949,109907,1.0,28.0,22.9,+,7.0,57.0,41.0,6.2,1.12,K1III,1I
427,38    Cas,BD+69  102,9021,4422,1.0,31.0,13.8,+,70.0,15.0,53.0,5.81,0.47,F6V,6V
428,,BD+65  175,9030,11788,1.0,30.0,52.3,+,66.0,5.0,53.0,6.14,0.08,A2V s,2V
429,Gam Phe,CD-43  449,9053,215516,1.0,28.0,21.9,-,43.0,19.0,6.0,3.41,1.57,M0-IIIa,0-
430,49    And,BD+46  370,9057,37275,1.0,30.0,6.2,+,47.0,0.0,26.0,5.27,1.0,K0III,0I
431,,CD-34  576,9065,193136,1.0,28.0,43.3,-,33.0,45.0,49.0,6.58,0.3,F0IV,0I
432,97    Psc,BD+17  210,9100,92463,1.0,29.0,52.9,+,18.0,21.0,20.0,6.02,0.14,A4IV,4I
433,48    Cet,BD-22  254,9132,167086,1.0,29.0,36.1,-,21.0,37.0,46.0,5.12,0.02,A1V,1V
434,98Mu  Psc,BD+05  194,9138,109926,1.0,30.0,11.1,+,6.0,8.0,38.0,4.84,1.37,K4III,4I
435,,CD-47  440,9184,215525,1.0,29.0,30.4,-,46.0,45.0,23.0,6.31,1.66,M2III,2I
436,,CD-26  502,9228,167093,1.0,30.0,22.9,-,26.0,12.0,28.0,5.93,1.34,K4III,4I
437,99Eta Psc,BD+14  231,9270,92484,1.0,31.0,29.0,+,15.0,20.0,45.0,3.62,0.97,G7IIIa,7I
438,,BD+34  265,9298,54762,1.0,32.0,7.6,+,34.0,48.0,0.0,6.39,-0.12,B7IIIpHgMn,7I
439,,BD+57  320,9352,22389,1.0,33.0,25.8,+,58.0,19.0,39.0,5.7,1.52,K0Ib+B9V,0I
440,Del Phe,CD-49  425,9362,215536,1.0,31.0,15.1,-,49.0,4.0,22.0,3.95,0.99,K0III,0I
441,,CD-30  506,9377,193163,1.0,31.0,43.3,-,30.0,17.0,0.0,5.82,1.08,K0III,0I
442,39Chi Cas,BD+58  260,9408,22397,1.0,33.0,55.9,+,59.0,13.0,55.0,4.71,1.0,G9IIIb,9I
443,,CD-46  420,9414,215539,1.0,31.0,39.1,-,45.0,34.0,32.0,6.17,0.06,A2V,2V
444,,BD-09  298,9484,129363,1.0,33.0,3.5,-,9.0,0.0,53.0,6.59,-0.04,A0III,0I
445,,CD-37  589,9525,193173,1.0,32.0,56.0,-,36.0,51.0,55.0,5.51,1.02,K0III,0I
446,,BD+36  277,9531,54788,1.0,34.0,16.6,+,37.0,14.0,14.0,5.88,-0.07,B9IV,9I
447,,CD-50  411,9544,215547,1.0,32.0,36.3,-,49.0,43.0,40.0,6.28,0.46,F4V,4V
448,,BD-07  256,9562,129371,1.0,33.0,42.9,-,7.0,1.0,31.0,5.76,0.64,G2IV,2I
449,,BD+73   81,9612,4448,1.0,37.0,22.5,+,74.0,18.0,3.0,6.58,0.03,B9Ve,9V
450,,BD+17  224,9640,92520,1.0,34.0,49.1,+,18.0,27.0,38.0,5.89,1.52,M2IIIab,2I
451,49    Cet,BD-16  265,9672,147886,1.0,34.0,37.8,-,15.0,40.0,34.0,5.63,0.07,A3V,3V
452,,BD+40  328,9712,37344,1.0,35.0,52.5,+,41.0,4.0,35.0,6.38,1.11,K1III,1I
453,,CD-32  613,9742,193188,1.0,34.0,50.7,-,31.0,53.0,32.0,6.12,1.11,K0-1III,0-
454,,BD+47  460,9746,37351,1.0,36.0,27.2,+,48.0,43.0,22.0,5.92,1.21,gK1,1
455,101    Psc,BD+13  240,9766,92530,1.0,35.0,46.4,+,14.0,39.0,41.0,6.22,-0.04,B9.5III,9.
456,40    Cas,BD+72   86,9774,4453,1.0,38.0,30.9,+,73.0,2.0,24.0,5.28,0.96,G8III,8I
457,,BD+16  176,9780,92531,1.0,35.0,54.8,+,17.0,26.0,1.0,5.8,,F0IV,0I
458,50Ups And,BD+40  332,9826,37362,1.0,36.0,47.8,+,41.0,24.0,20.0,4.09,0.54,F8V,8V
